Symbol,Name,Index,Description,Category,Provider
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,NASDAQ Composite Index,The NASDAQ Composite Index measures all NASDAQ domestic and international based common type stocks listed on The Nasdaq Stock Market.,All Cap Equities,Fidelity
OOK,Oklahoma Exchange Traded Fund,SPADE Oklahoma Index,The SPADE Oklahoma Index is a modified market capitalization weighted index that seeks to measure the performance of publicly-traded companies whose corporate headquarters are located within the State of Oklahoma or who maintain significant operations within the State of Oklahoma.,Large Cap Blend Equities,Geary Advisors
OTP,Claymore/Ocean Tomo Patent ETF,Ocean Tomo 300 Patent Index,"The Index is designed to actively represent a group of securities that own quality patent portfolios. The Index seeks to identify six companies within each of 50 style and size groups (which include value, relative value, blend, growth at a reasonable price (GARP) and growth by decile) with the highest patent value to book value ratio as determined by Ocean Tomo, LLC, the Fund's index provider, using Ocean Tomo's Patent Ratings software.",Quantitative Methodology Indexes,Claymore
OTR,Claymore/Ocean Tomo Growth ETF,Ocean Tomo 300 Patent Growth Index,"The Index is comprised of approximately 60 securities evaluated and selected on the basis of the value of their intellectual property, specifically their patent valuations, using Ocean Tomo's Patent Ratings software from a universe of U.S. listed stocks using a proprietary, 100% rules-based methodology developed by Ocean Tomo, LLC.",Quantitative Methodology Indexes,Claymore
PAF,PowerShares FTSE RAFI Asia Pacific ex-Japan Portfolio,FTSE RAFI Developed Asia Pacific ex Japan Index,"The Index is designed to track the performance of the largest equities of companies domiciled in the Asia Pacific region (excluding Japan), selected based on the following four fundamental measures of firm size: book value, income, sales and dividends.",Asia Pacific Equities,Invesco PowerShares
PAGG,PowerShares Global Agriculture Portfolio,NASDAQ OMX Global Agriculture Index,The Index is designed to measure the overall performance of globally traded securities of the largest and most liquid companies involved in agriculture and farming-related activities.,Commodity Producers Equities,Invesco PowerShares
PALL,ETFS Physical Palladium Shares,Palladium Bullion,This ETF is designed to track the spot price of Palladium bullion.,Precious Metals,ETF Securities
PAO,PowerShares RiverFront Tactical Balanced Growth Portfolio,RiverFront Global Tactical Balanced Growth Index,The Index is optimized relative to a growth risk profile targeting approximately 80% equities and 20% taxable fixed income.,Diversified Portfolio,Invesco PowerShares
PBD,PowerShares Global Clean Energy Portfolio,WilderHill New Energy Global Innovation index,The Index seeks to deliver capital appreciation and is composed of companies that focus on greener and generally renewable sources of energy and technologies facilitating cleaner energy.,Energy Equities,Invesco PowerShares
PBE,PowerShares Dynamic Biotech &Genome,Dynamic Biotechnology & Genome Intellidex Index,"The index is comprised of stocks of U.S. biotechnology and genome companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Health & Biotech Equities,Invesco PowerShares
PBJ,PowerShares Dynamic Food & Beverage,Dynamic Food & Beverage Intellidex Index,"The index is comprised of stocks of U.S. food and beverage companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Consumer Staples Equities,Invesco PowerShares
PBP,PowerShares S&P 500 BuyWrite Portfolio,CBOE S&P 500 BuyWrite Index,"The Index is designed to measure the total rate of return of a hypothetical ""buy-write"", or ""covered call"", strategy on the S&P 500 Index. This strategy consists of a hypothetical portfolio consisting of a ""long"" position indexed to the S&P 500 Index (i.e. purchasing the common stocks included in the S&P 500 Index) and the sale of a succession of one-month, at- or slightly out-of-the-money S&P 500 Index call options that are listed on the Chicago Board Options Exchange.",Long-Short,Invesco PowerShares
PBS,PowerShares Dynamic Media,Dynamic Media Intellidex Index,"The index is comprised of stocks of U.S. media companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Miscellaneous Sector Equities,Invesco PowerShares
PBTQ,PowerShares Global Biotech Portfolio,NASDAQ OMX Global Biotechnology Index,The Index is designed to measure the overall performance of globally traded securities of the largest and most liquid companies involved in the biotechnology industry.,Health & Biotech Equities,Invesco PowerShares
PBW,PowerShares WilderHill Clean Energy Portfolio,WilderHill Clean Energy Index,The Index is designed to deliver capital appreciation through the selection of companies that focus on greener and generally renewable sources of energy and technologies that facilitate cleaner energy.,Energy Equities,Invesco PowerShares
PCA,PowerShares RiverFront Tactical Growth & Income Portfolio,RiverFront Global Tactical Balanced Growth & Income Index,The Index is optimized relative to a growth risk profile targeting approximately 50% equities and 50% fixed-income securities.,Diversified Portfolio,Invesco PowerShares
PCEF,CEF Income Composite Portfolio,S-Network Composite Closed-End Fund Index,The index is a rules-based index intended to give investors a means of tracking the overall performance of a global universe of U.S.-listed closed-end funds. CEFX is reconstructed on a quarterly basis from a universe of approximately 350 closed-end funds.,Total Bond Market,Invesco PowerShares
PCY,PowerShares Emerging Markets Sovereign Debt Portfolio,DB Emerging Market USD Liquid Balanced Index,The Index tracks the potential returns of a theoretical portfolio of liquid emerging markets U.S. dollar-denominated government bonds issued by approximately 22 emerging-market countries. The countries in the Index are selected annually pursuant to a proprietary index methodology and the membership list is rebalanced quarterly.,Emerging Markets Bonds,Invesco PowerShares
PDN,PowerShares FTSE RAFI Developed Markets ex-U.S. Small-Mid Portfolio,FTSE RAFI Developed Markets ex-U.S. Mid-Small 1500 Index,"The Index is designed to track the performance of small and mid capitalization equities of companies domiciled in developed international markets (excluding the U.S.), selected based on the following four fundamental measures of firm size: book value, cash flow, sales and dividends.",Foreign Small & Mid Cap Equities,Invesco PowerShares
PDP,PowerShares DWA Technical Leaders Portfolio,Dorsey Wright Technical Leaders Index,"The Index includes approximately 100 U.S.-listed companies that demonstrate powerful relative strength characteristics. The Index is constructed pursuant to Dorsey Wright proprietary methodology, which takes into account, among other factors, the performance of each of the 3,000 largest U.S.-listed companies as compared to a benchmark index, and the relative performance of industry sectors and sub-sectors.",Quantitative Methodology Indexes,Invesco PowerShares
PEF,PowerShares FTSE RAFI Europe Portfolio,FTSE RAFI Europe Index,"The Index is designed to track the performance of the largest European equities, selected based on the following four fundamental measures of firm size: book value, cash flow, sales and dividends.",Europe Equities,Invesco PowerShares
PEJ,PowerShares Dynamic Leisure & Entertainment Portfolio,Dynamic Leisure and Entertainment Intellidex Index,"The index is comprised of stocks of U.S. leisure and entertainment companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Consumer Discretionary Equities,Invesco PowerShares
PEY,PowerShares High Yield Dividend Achievers,Dividend Achiever 50 Index,The Index is comprised of 50 stocks selected principally on the basis of dividend yield and consistent growth in dividends.,All Cap Equities,Invesco PowerShares
PEZ,PowerShares Dynamic Consumer Discretionary,Dynamic Consumer Discretionary Sector Intellidex Index,"The index is comprised of stocks of U.S. consumer discretionary companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Consumer Discretionary Equities,Invesco PowerShares
PFA,PowerShares Dynamic Developed International Opportunities Portfolio,QSG Developed International Opportunities Index,"The Index is constructed pursuant to Quantitative Services Group, LLC proprietary methodology, which evaluates, ranks and sorts more than 10,000 global securities using a proprietary multifactor model that is based on numerous measures of expected outperformance.",Foreign Large Cap Equities,Invesco PowerShares
PFF,iShares S&P US Preferred Stock Fund,S&P U.S. Preferred Stock Index,The index measures the performance of a selected group of preferred stocks.,Preferred Stock/Convertible Bonds,iShares
